2540613.03266303,281.533014599421,505.244001614741
2540623.4459708,281.533014599421,505.244001614741
2540635.2691662,522.890802824479,593.694968962291
2540646.50560066,743.495461361236,648.064653769938
2540657.46224756,787.899286341376,659.079024796802
2540668.75607434,955.400681180313,642.108690572915
2540679.02816679,921.595645895818,648.15218983636
2540691.14247719,893.581079225182,652.965556439225
2540701.85067576,897.209860934407,645.545094953519
2540712.8960542,890.40496981686,645.529887236074
2540724.63618178,912.676634580153,641.659395778713
2540735.64191422,1000.0661848227,607.091080324737
2540746.22777652,999.282037088833,608.200912188429
2540758.00906044,1029.79152364085,605.584782814432
2540768.85658641,1011.95480227227,610.798898884798
2540779.61236019,1014.92547938997,602.153716559434
2540791.03607485,1017.43114190646,600.495109453156
2540802.23173055,1027.50838874881,604.265866255138
2540812.94219461,1030.47658629998,605.860525291786
2540824.19901844,1034.69225818949,606.869661670778
2540835.43054434,1034.3857221756,607.035881008335
2540846.60883132,1027.08069150378,605.112415591042
2540857.45786762,1030.55919542396,605.528761685934
2540868.6878832,1022.52286699187,603.546898486915
2540880.09536187,1014.01635494829,604.500643766184
2540890.65026253,1008.38747583341,613.462972532992
2540902.01960552,1009.33049207254,615.391545017248
2540913.38857092,1004.92364292778,614.44738637341
2540924.48152458,1002.06941312683,615.62280442025
2540935.42269066,1001.47715605034,623.918189646019
2540946.2011193,1004.44966882752,628.83856358378
2540957.76378379,1008.18419970849,629.012936611818
2540968.65964014,1011.2345156351,622.612213084593
2540979.89229878,1014.3004231545,619.580139713171
2540990.49364191,1015.81023418758,618.691165196921
2541002.04535655,1020.25366301769,622.268617734847
2541013.31275265,1022.49647187239,620.797985528925
2541023.80082147,1021.08550186531,620.166479834732
2541035.35178094,1025.13047180963,623.27673508565
2541046.48740125,1042.05196812615,620.696895379262
2541057.27262636,1052.00296451646,618.371681788767
2541068.6427245,1046.11689455225,621.64592925261
2541079.62504691,1044.82648127762,623.095167660441
2541090.41895638,1038.76926171527,625.772497391081
2541101.99106039,1041.83018086541,624.287118277926
2541113.12403764,1046.85734758849,620.656162290041
2541124.25021843,1060.45836701982,616.216317435097
2541135.31560867,1059.76059823812,615.836375432229
2541146.00832642,1050.1474752891,613.294305198434
2541157.7284422,1048.81982348843,605.667956803813
2541168.50007438,1052.77286286582,587.966552245125
2541179.38158265,1073.47784481345,572.603785006491
2541190.83248315,1181.17128987971,527.438055666987
2541201.6705696,1206.12800744377,510.085849779702
2541212.78693328,1213.76977966728,505.731721104828
2541224.17591048,1222.39856004664,500.603710996543
2541235.12651608,1251.80643559524,483.659226998488
2541245.90607747,1262.96440105207,477.166109783142
2541257.55067704,1273.96769794772,484.097722574543
2541268.36988444,1274.12803236549,473.247622694564
2541279.3212452,1275.55917331654,474.316303632142
2541290.75439939,1276.14877029486,472.983084072289
2541301.7227513,1276.64293885574,470.783668463244
2541312.766997,1278.06789500704,469.378687747048
2541324.15031049,1281.16791047774,460.028365830031
2541335.07221993,1280.16885334423,460.869020408212
2541346.53595818,1281.75638122493,454.792861323446
2541357.5020446,1284.65988332856,446.75139126057
2541368.30312811,1286.20526244694,441.271054721297
2541379.29942102,1289.44075898453,440.325051193935
2541390.85528904,1290.73662628918,439.350534515759
2541401.67487402,1286.91834133766,440.341959574598
2541412.72478344,1285.10555876232,440.719607910831
2541423.96952468,1285.86667725982,439.436758135507
